sample_id,source
755.SSFA.L1.3.D50.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D50.07.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.10.05.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D5.07.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.19.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.28.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D1.02.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D5.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.14.06.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D20.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D1.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.20.09.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.08.07.11.lane1.NoIndex.L001,emp
755.SSFB.L3.3.D20.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.14.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.14.06.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D1.23.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D1.14.06.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D10.24.08.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D5.20.09.11.lane1.NoIndex.L001,emp
755.LSSF.THETA.D1.22.07.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D40.21.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.14.07.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D10.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.24.08.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.30.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D5.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D5.07.06.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D1.07.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.16.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D3.21.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.16.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D1.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D50.06.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.14.07.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D50.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.18.10.11.lane1.NoIndex.L001,emp
755.LSSF.EPSILON.D1.22.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D1.24.08.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.02.06.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D3.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.07.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D1.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.22.07.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D3.18.10.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D20.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D10.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D30.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D10.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D1.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D10.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D1.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D30.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.14.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D20.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D20.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.23.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D10.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D20.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.08.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.16.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.02.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D30.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.09.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D30.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.19.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D50.24.08.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D40.18.10.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D1.31.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D15.14.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.09.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D1.07.06.11.lane3.NoIndex.L003,emp
755.LSSF.BETA.D1.30.06.11.lane1.NoIndex.L001,emp
755.SSFA.MIX.3.19.04.11.lane3.NoIndex.L003,emp
755.EF.EPSILON.30.06.11.lane3.NoIndex.L003,emp
755.EF.ETA.09.06.11.lane3.NoIndex.L003,emp
755.SSFA.L2.D30.07.06.11.lane3.NoIndex.L003,emp
755.MP.Mock.bacteria.2.archae.lane3.NoIndex.L003,emp
755.EF.EPSILON.02.06.11.lane3.NoIndex.L003,emp
755.EF.ZETA.09.06.11.lane3.NoIndex.L003,emp
755.SSF.uneven.mix2.lane3.NoIndex.L003,emp
755.LSSF.THETA.D10.22.07.11.lane3.NoIndex.L003,emp
755.EF.ZETA.30.06.11.lane3.NoIndex.L003,emp
755.EF.THETA.09.06.11.lane3.NoIndex.L003,emp
755.SSFA.MIX.2.19.04.11.lane3.NoIndex.L003,emp
755.SSFA.L2.D3.07.06.11.lane3.NoIndex.L003,emp
755.SSFA.MIX.1.19.04.11.lane3.NoIndex.L003,emp
755.MP.Mock.mix.1.lane3.NoIndex.L003,emp
755.LSSF.BETA.D20.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.30.06.11.lane1.NoIndex.L001,emp
755.EF.ZETA.26.05.11.lane3.NoIndex.L003,emp
755.LSSF.BETA.D10.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D45.30.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D30.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D20.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D5.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.02.06.11.lane1.NoIndex.L001,emp
755.SSFA.MIX.5.19.04.11.lane3.NoIndex.L003,emp
755.SSFA.L2.D10.07.06.11.lane3.NoIndex.L003,emp
755.SSF.uneven.mix4.lane3.NoIndex.L003,emp
755.SSF.uneven.mix5.lane3.NoIndex.L003,emp
755.SSFA.L2.D20.07.06.11.lane3.NoIndex.L003,emp
755.SSFA.MIX.4.19.04.11.lane3.NoIndex.L003,emp
755.LSSF.BETA.D1.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.02.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.07.06.11.lane3.NoIndex.L003,emp
755.SSFA.L1.D10.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.17.05.11.lane1.NoIndex.L001,emp
755.LSSF.THETA.D20.22.07.11.lane3.NoIndex.L003,emp
755.LSSF.BETA.D1.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D5.26.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D10.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.19.07.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D20.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D1.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D20.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D40.20.09.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D5.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D30.21.06.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D45.02.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D5.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.20.09.11.lane1.NoIndex.L001,emp
755.SSFA.L3.3.D20.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D5.06.07.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D10.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.20.09.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D50.07.06.11.lane3.NoIndex.L003,emp
755.EF.EPSILON.09.06.11.lane3.NoIndex.L003,emp
755.LSSF.THETA.D15.22.07.11.lane3.NoIndex.L003,emp
755.EF.ETA.30.06.11.lane3.NoIndex.L003,emp
755.SSF.uneven.mix6.lane3.NoIndex.L003,emp
755.SSFA.L2.D5.07.06.11.lane3.NoIndex.L003,emp
755.LSSF.THETA.D30.22.07.11.lane3.NoIndex.L003,emp
755.MP.Mock.bacteria.1.lane3.NoIndex.L003,emp
755.SSF.uneven.mix3.lane3.NoIndex.L003,emp
755.EF.THETA.22.07.11.lane3.NoIndex.L003,emp
755.LSSF.THETA.D45.22.07.11.lane3.NoIndex.L003,emp
755.EF.ZETA.02.06.11.lane3.NoIndex.L003,emp
755.SSF.uneven.mix1.lane3.NoIndex.L003,emp
755.EF.EPSILON.26.05.11.lane3.NoIndex.L003,emp
755.SSFB.L3.D10.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D5.28.06.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D10.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D5.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D30.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.06.07.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D45.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.28.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.12.07.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D10.28.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.31.05.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D15.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D5.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D40.31.05.11.lane1.NoIndex.L001,emp
755.SSFB.L1.3.D5.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D50.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D50.21.06.11.lane1.NoIndex.L001,emp
755.SSFB.L3.D5.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D1.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D1.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.31.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D40.14.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.28.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.20.09.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.19.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D5.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D20.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.28.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.26.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D1.17.05.11.lane1.NoIndex.L001,emp
755.LSSF.ZETA.D10.22.07.11.lane1.NoIndex.L001,emp
755.LSSF.ALPHA.D5.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D20.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D5.03.05.11.lane1.NoIndex.L001,emp
755.SSFB.L3.2.D5.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D50.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D40.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.17.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D30.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.10.05.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D5.09.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D3.31.05.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D1.14.06.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D40.06.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D50.03.05.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D30.14.07.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D10.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D40.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D30.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.24.08.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D1.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D20.12.07.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D10.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D3.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D50.14.06.11.lane1.NoIndex.L001,emp
755.LSSF.ALPHA.D30.09.06.11.lane1.NoIndex.L001,emp
755.LSSF.DELTA.D20.08.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D1.26.07.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D10.21.06.11.lane1.NoIndex.L001,emp
755.SSFA.L2.D5.21.06.11.lane1.NoIndex.L001,emp
755.LSSF.BETA.D10.26.05.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D40.10.05.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D30.26.05.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D5.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D3.26.07.11.lane1.NoIndex.L001,emp
755.LSSF.GAMMA.D45.26.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D5.26.07.11.lane1.NoIndex.L001,emp
755.SSFB.L1.D5.10.05.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D10.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D3.19.04.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D20.03.05.11.lane1.NoIndex.L001,emp
755.SSFA.L1.D10.19.07.11.lane1.NoIndex.L001,emp
755.SSFA.L3.D1.18.10.11.lane1.NoIndex.L001,emp
776.Ant.Solo.N.cont.A,emp
776.SC.C.T1C,emp
776.SN.BE.T3C,emp
776.SN.BE.T1A,emp
776.SN.BE.T1B,emp
776.SN.2.C.T3A,emp
776.SN.2.C.T1B,emp
776.Ant.Solo.N.cont.C,emp
776.Ant.Solo.N.cont.B,emp
776.SN.BE.T3A,emp
776.SN.2.C.T3C,emp
776.SC.BE.T3A,emp
776.SC.BE.T1C,emp
776.SC.C.T1B,emp
776.SC.BE.T1B,emp
776.SC.C.T1A,emp
776.SC.BE.T3C,emp
776.SN.2.C.T1C,emp
776.SN.2.C.T3B,emp
776.Ant.Solo.cont.C,emp
776.SN.2.C.T1A,emp
776.SN.BE.T3B,emp
776.SC.C.T3B,emp
776.SC.BE.T1A,emp
776.SC.BE.T3B,emp
776.SC.C.T3C,emp
776.SC.C.T3A,emp
776.Ant.Solo.cont.A,emp
776.Ant.Solo.cont.B,emp
776.SN.BE.T1C,emp
805.pH.6.5.year.2006,emp
805.pH.7.0.year.2007,emp
805.pH.6.0.year.2007,emp
805.pH.5.5.year.2006,emp
805.pH.5.0.year.2007,emp
805.pH.4.5.year.2006,emp
805.pH.7.0.year.2006,emp
805.pH.4.5.year.2007,emp
805.pH.5.0.year.2006,emp
805.pH.6.5.year.2007,emp
805.pH.6.0.year.2006,emp
805.pH.7.5.year.2006,emp
805.pH.7.5.year.2007,emp
805.pH.5.5.year.2007,emp
808.AK.19.18a.s.4.1.sequences,emp
808.AK.19.12a.s.4.1.sequences,emp
808.AK.19.12a.s.4.1.sequences.r,emp
808.HI.20.11a.s.4.1.sequences,emp
808.UT.15.44.s.4.1.sequences,emp
808.UT.15.45.s.4.1.sequences,emp
808.UT.15.42.s.4.1.sequences,emp
808.UT.15.42.s.4.1.sequences.r,emp
808.FL.3.16a.s.4.1.sequences,emp
808.AK.19.15a.s.4.1.sequences,emp
808.HI.20.11a.s.4.1.sequences.r,emp
808.FL.3.14a.s.4.1.sequences,emp
808.FL.3.13a.s.4.1.sequences,emp
808.HI.20.18a.s.4.1.sequences,emp
808.HI.20.15a.s.4.1.sequences,emp
829.Pd,emp
829.JJ,emp
846.Fagna24102011Soil14C4,emp
846.Fagna24102011Soil4C3,emp
846.Fagna24102011Soil12A2,emp
846.Fagna24102011Soil4B4,emp
846.Fagna24102011Soil12C4,emp
846.Fagna24102011Soil4B3,emp
846.Fagna24102011Soil4C4,emp
846.Fagna24102011Soil15B4,emp
846.Fagna24102011Soil12B4,emp
846.Fagna24102011Soil4A2,emp
846.Fagna24102011Soil15A1,emp
846.Fagna24102011Soil12B3,emp
846.Fagna24102011Soil14C1,emp
846.Fagna24102011Soil14A1,emp
846.Fagna24102011Soil15C4,emp
846.Fagna24102011Soil4A1,emp
846.Fagna24102011Soil14A3,emp
846.Fagna24102011Soil12B2,emp
846.Fagna24102011Soil15C1,emp
846.Fagna24102011Soil12C2,emp
846.Fagna24102011Soil15C2,emp
846.Fagna24102011Soil12A4,emp
846.Fagna24102011Soil15B2,emp
846.Fagna24102011Soil14B3,emp
846.Fagna24102011Soil15A3,emp
846.Fagna24102011Soil12C3,emp
846.Fagna24102011Soil15B1,emp
846.Fagna24102011Soil15B3,emp
846.Fagna24102011Soil12C1,emp
846.Fagna24102011Soil4B1,emp
846.Fagna24102011Soil4C2,emp
846.Fagna24102011Soil15A4,emp
846.Fagna24102011Soil15C3,emp
846.Fagna24102011Soil14C3,emp
846.Fagna24102011Soil14A2,emp
846.Fagna24102011Soil14A4,emp
846.Fagna24102011Soil4A3,emp
846.Fagna24102011Soil4B2,emp
846.Fagna24102011Soil12A1,emp
846.Fagna24102011Soil14B1,emp
846.Fagna24102011Soil14B2,emp
846.Fagna24102011Soil14C2,emp
846.Fagna24102011Soil14B4,emp
846.Fagna24102011Soil15A2,emp
846.Fagna24102011Soil4C1,emp
846.Fagna24102011Soil12A3,emp
846.Fagna24102011Soil4A4,emp
846.Fagna24102011Soil12B1,emp
864.OTC.R.6.2009a.lane2.NoIndex,emp
864.LSFS2control.lane2.NoIndex,emp
864.6.CON.addV.addG.noW.B.lane2.NoIndex,emp
864.RP003.OTC.lane2.NoIndex,emp
864.OTC.noppt.15.2009b.lane2.NoIndex,emp
864.LSFS1.OTC.lane2.NoIndex,emp
864.13.CON.addV.noG.noW.lane2.NoIndex,emp
864.2.OTC.addV.noG.noW.lane2.NoIndex,emp
864.2.CON.addV.noG.noW.A.lane2.NoIndex,emp
864.LSFS4.OTC.lane2.NoIndex,emp
864.LSFS.OTC.lane2.NoIndex,emp
864.OSC.6.2009a.lane2.NoIndex,emp
864.2.C.noG.addV.2010a.lane2.NoIndex,emp
864.3.OTC.noG.noV.2010a.lane2.NoIndex,emp
864.OSC.2.2009a.lane2.NoIndex,emp
864.4.OTC.addV.noG.noW.3.lane2.NoIndex,emp
864.CON.V.2.2009a.lane2.NoIndex,emp
864.CON.R.6.2009a.lane2.NoIndex,emp
864.R001control.lane2.NoIndex,emp
864.CON.V.6.2009a.lane2.NoIndex,emp
864.3.OTC.addG.noV.2010a.lane2.NoIndex,emp
864.7.OTC.addV.noG.noW.lane2.NoIndex,emp
864.6.OTC.addV.addG.noW.lane2.NoIndex,emp
864.2.OTC.noG.noV.2010a.lane2.NoIndex,emp
864.OSC.4.2009a.lane2.NoIndex,emp
864.NFS3control.lane2.NoIndex,emp
864.OTC.R.4.2009a.lane2.NoIndex,emp
864.4.OTC.addV.addG.noW.2.lane2.NoIndex,emp
864.OTC.V.2.2009a.lane2.NoIndex,emp
864.CON.R.2.2009a.lane2.NoIndex,emp
864.CON.R.4.2009a.lane2.NoIndex,emp
864.LSFS4control.lane2.NoIndex,emp
864.6.C.addG.noV.2010a.lane2.NoIndex,emp
864.R06control.lane2.NoIndex,emp
864.LFSF3.OTC.lane2.NoIndex,emp
864.6.OTC.noG.noV.2010a.lane2.NoIndex,emp
864.2.CON.addV.noG.noW.2.lane2.NoIndex,emp
864.2.OTC.addG.addV.2010a.lane2.NoIndex,emp
864.6.OTC.noG.addV.2010a.lane2.NoIndex,emp
864.RN01control.lane2.NoIndex,emp
864.3.CON.addV.addG.noW.B.lane2.NoIndex,emp
864.OTC.R.2.2009a.lane2.NoIndex,emp
864.2.CON.addV.addG.noW.2.lane2.NoIndex,emp
864.NFS3.lane2.NoIndex,emp
864.8.CON.addV.addG.noW.B.lane2.NoIndex,emp
864.2.OTC.addG.noV.2010a.lane2.NoIndex,emp
864.1.CON.addV.addG.noW.A.lane2.NoIndex,emp
864.6.C.noG.addV.2010a.lane2.NoIndex,emp
864.6.C.noG.noV.2010a.lane2.NoIndex,emp
864.3.C.noG.addV.2010a.lane2.NoIndex,emp
864.4.OTC.addV.noG.noW.1.lane2.NoIndex,emp
864.OTC.addppt.15.2009b.lane2.NoIndex,emp
864.NFS004control.lane2.NoIndex,emp
864.SFS1.2010.OTC.ET.b.lane2.NoIndex,emp
864.3.C.noG.noV.2010a.lane2.NoIndex,emp
864.13.C.noH.addV.2010a.lane2.NoIndex,emp
864.NFS002control.lane2.NoIndex,emp
864.NFS1.2010.OTC.ET.b.lane2.NoIndex,emp
864.6.OTC.addG.noV.2010a.lane2.NoIndex,emp
864.13.OTC.noH.noV.2010a.lane2.NoIndex,emp
864.2.C.noG.noV.2010a.lane2.NoIndex,emp
864.3.C.addG.addV.2010a.lane2.NoIndex,emp
864.12.OTC.noH.noV.2010a.lane2.NoIndex,emp
864.15.C.addH.addVa.lane2.NoIndex,emp
864.CON.noppt.13.2009b.lane2.NoIndex,emp
864.15.OTC.H.Va.1.lane2.NoIndex,emp
864.12.C.addH.noV.2010b.lane2.NoIndex,emp
864.2.C.addG.noV.2010a.lane2.NoIndex,emp
864.NFS3.2010.OTC.ET.b.lane2.NoIndex,emp
864.15.OTC.noH.noVa.lane2.NoIndex,emp
864.4.OTC.addG.noV.2010a.lane2.NoIndex,emp
864.RP003control.lane2.NoIndex,emp
864.13.C.addH.noV.2010a.lane2.NoIndex,emp
864.6.CON.addV.addG.noW.A.lane2.NoIndex,emp
864.RIP4.2010.OTC.ET.b.lane2.NoIndex,emp
